,Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
11764,27.0,103,0.5,100.0,overcast,1016.97,6,Winter,6.5,coastal,Cloudy
9062,0.0,103,10.0,94.0,overcast,983.3,10,Winter,1.5,mountain,Snowy
9552,38.0,103,33.5,86.0,overcast,1005.38,10,Summer,1.5,inland,Rainy
1149,-4.0,103,5.0,91.0,overcast,986.06,12,Winter,0.5,inland,Snowy
7438,-7.0,103,21.5,79.0,overcast,980.99,13,Winter,5.0,inland,Snowy
9540,38.0,103,31.5,72.0,overcast,1007.65,11,Summer,6.5,inland,Cloudy
6912,14.0,103,12.5,96.0,clear,1021.66,5,Winter,9.0,mountain,Sunny
6967,26.0,103,13.0,101.0,overcast,1014.4,14,Spring,5.0,mountain,Rainy
12265,29.0,103,11.5,86.0,overcast,995.57,3,Spring,3.5,inland,Rainy
6466,2.0,103,7.0,103.0,overcast,994.52,14,Winter,1.0,inland,Snowy
9215,32.0,103,18.5,72.0,overcast,1018.76,8,Winter,2.5,coastal,Rainy
6393,47.0,103,33.0,106.0,overcast,1005.94,12,Summer,7.0,mountain,Rainy
868,57.0,103,11.0,71.0,partly cloudy,1007.55,1,Summer,1.0,coastal,Rainy
5261,11.0,103,8.0,108.0,clear,1017.03,7,Summer,9.0,mountain,Sunny
3551,41.0,103,24.0,93.0,overcast,1009.0,6,Autumn,11.0,inland,Cloudy
7860,25.0,103,17.5,85.0,clear,1019.65,7,Autumn,6.0,inland,Sunny
2060,47.0,103,6.5,86.0,clear,1016.83,12,Summer,2.5,inland,Sunny
4204,16.0,103,17.5,72.0,overcast,995.11,1,Autumn,2.0,mountain,Rainy
767,55.0,103,22.5,95.0,partly cloudy,1007.41,5,Winter,8.0,coastal,Cloudy
9815,15.0,103,1.0,96.0,clear,1026.15,6,Spring,1.0,inland,Sunny
6409,-4.0,103,2.5,91.0,overcast,984.19,7,Winter,1.0,inland,Snowy
12148,61.0,103,6.0,92.0,clear,1025.47,14,Spring,5.5,inland,Sunny
6511,-10.0,103,37.0,80.0,partly cloudy,997.31,11,Winter,1.0,inland,Snowy
11256,29.0,103,9.5,86.0,overcast,1004.85,2,Autumn,2.0,mountain,Rainy
12060,41.0,103,19.0,88.0,partly cloudy,997.05,0,Autumn,2.0,inland,Rainy
11110,-1.0,103,14.5,100.0,partly cloudy,991.46,13,Winter,3.0,mountain,Snowy
4756,70.0,103,5.5,93.0,partly cloudy,1027.51,1,Winter,2.5,inland,Sunny
1961,42.0,103,2.0,80.0,overcast,1015.23,6,Winter,5.5,mountain,Cloudy
1897,48.0,103,21.0,92.0,partly cloudy,1013.95,8,Summer,2.5,inland,Cloudy
652,29.0,103,22.5,97.0,partly cloudy,1012.64,8,Summer,1.5,inland,Rainy
396,-6.0,103,8.0,88.0,partly cloudy,995.28,5,Winter,1.5,mountain,Snowy
12682,16.0,103,24.5,72.0,overcast,1011.9,11,Spring,6.0,coastal,Cloudy
5028,13.0,103,15.5,93.0,partly cloudy,1009.3,3,Autumn,9.5,mountain,Cloudy
4458,21.0,103,31.0,106.0,overcast,991.33,4,Summer,1.5,coastal,Rainy
10549,-9.0,103,4.5,100.0,overcast,984.08,1,Winter,1.5,mountain,Snowy
11248,1.0,103,35.5,72.0,overcast,984.91,13,Winter,3.0,inland,Snowy
3837,46.0,102,8.0,105.0,partly cloudy,1016.57,4,Winter,10.5,mountain,Cloudy
6435,25.0,102,24.5,87.0,partly cloudy,996.35,10,Spring,3.5,coastal,Rainy
10652,86.0,102,5.0,103.0,clear,1018.82,0,Summer,9.0,inland,Sunny
9380,34.0,102,1.0,105.0,partly cloudy,1013.06,13,Spring,1.0,mountain,Sunny
9637,12.0,102,21.5,104.0,overcast,999.82,10,Autumn,5.0,inland,Rainy
440,1.0,102,35.0,90.0,overcast,988.38,5,Winter,4.0,mountain,Snowy
3101,24.0,102,13.0,97.0,overcast,1010.48,12,Autumn,0.5,inland,Rainy
4217,-4.0,102,36.0,79.0,partly cloudy,997.44,12,Winter,3.5,mountain,Snowy
9149,7.0,102,38.5,102.0,overcast,1019.16,9,Summer,3.0,inland,Rainy
7053,58.0,102,12.5,106.0,clear,1011.68,9,Winter,2.5,inland,Sunny
4724,19.0,102,9.0,96.0,clear,1021.07,2,Winter,1.0,inland,Sunny
1798,27.0,102,5.5,74.0,partly cloudy,1016.58,6,Spring,6.0,inland,Cloudy
7374,45.0,102,9.0,86.0,partly cloudy,1011.5,7,Spring,8.5,mountain,Sunny
3801,41.0,102,20.0,99.0,clear,1025.5,11,Autumn,11.5,inland,Sunny
13066,5.0,102,31.0,108.0,partly cloudy,1005.89,10,Summer,2.0,inland,Rainy
9202,-17.0,102,27.0,107.0,overcast,985.77,7,Winter,2.5,inland,Snowy
12473,18.0,102,15.0,104.0,clear,1018.3,5,Autumn,5.0,coastal,Sunny
3617,39.0,102,26.0,94.0,partly cloudy,1005.54,8,Summer,5.5,coastal,Cloudy
11903,51.0,102,6.0,75.0,overcast,1006.62,6,Autumn,8.5,inland,Cloudy
10991,56.0,102,43.5,74.0,overcast,1019.56,7,Winter,4.0,inland,Rainy
932,20.0,102,15.0,83.0,overcast,1015.89,10,Spring,6.5,inland,Cloudy
5036,19.0,102,10.5,109.0,clear,1016.96,12,Winter,11.0,inland,Sunny
19,13.0,102,12.0,72.0,clear,1012.25,4,Summer,8.0,inland,Sunny
3495,11.0,102,31.0,85.0,partly cloudy,995.1,9,Winter,1.5,inland,Rainy
5890,-3.0,102,45.0,107.0,overcast,983.34,6,Winter,5.5,mountain,Snowy
4966,-15.0,102,30.0,73.0,overcast,980.17,11,Winter,3.0,inland,Snowy
2804,16.0,102,20.0,107.0,overcast,1007.48,9,Winter,2.0,mountain,Rainy
2797,18.0,102,15.0,70.0,partly cloudy,1006.23,10,Winter,0.5,inland,Rainy
12662,34.0,102,27.0,93.0,overcast,993.42,7,Spring,5.0,mountain,Rainy
1779,19.0,102,13.0,80.0,clear,1013.43,12,Summer,2.0,mountain,Sunny
2791,47.0,102,13.0,84.0,partly cloudy,1008.26,3,Autumn,4.5,coastal,Cloudy
957,8.0,102,35.5,89.0,overcast,999.36,4,Winter,2.0,inland,Snowy
10523,37.0,102,24.0,84.0,partly cloudy,1019.57,3,Spring,6.0,coastal,Cloudy
7596,24.0,102,19.5,108.0,overcast,1001.94,5,Spring,7.5,mountain,Cloudy
10827,58.0,102,16.5,84.0,clear,1022.64,11,Winter,7.0,inland,Sunny
11568,39.0,102,13.5,74.0,clear,1021.18,13,Summer,10.5,inland,Sunny
572,-13.0,102,18.0,93.0,overcast,984.22,9,Winter,5.5,inland,Snowy
1840,21.0,102,20.0,76.0,overcast,1019.41,14,Spring,1.5,coastal,Cloudy
11160,-3.0,102,27.0,78.0,partly cloudy,997.87,3,Winter,2.5,mountain,Snowy
5965,26.0,102,11.0,79.0,clear,1014.49,5,Summer,3.5,inland,Sunny
1691,43.0,102,1.0,88.0,clear,1027.93,4,Winter,10.0,inland,Sunny
902,0.0,102,19.5,85.0,overcast,988.97,12,Winter,5.0,mountain,Snowy
389,16.0,101,34.5,72.0,overcast,993.43,14,Summer,5.0,inland,Rainy
1067,-3.0,101,28.0,84.0,overcast,991.4,11,Winter,6.0,mountain,Snowy
9080,47.0,101,26.5,72.0,overcast,995.48,7,Winter,0.5,coastal,Rainy
4797,5.0,101,38.0,75.0,partly cloudy,981.3,4,Winter,1.0,inland,Snowy
5704,71.0,101,26.0,78.0,partly cloudy,1018.54,11,Autumn,6.0,inland,Cloudy
1313,73.0,101,17.0,91.0,clear,1024.85,4,Winter,2.0,inland,Sunny
9793,27.0,101,14.0,96.0,overcast,1001.72,5,Summer,2.0,inland,Rainy
6276,-4.0,101,34.0,76.0,overcast,988.5,3,Winter,0.0,mountain,Snowy
1505,41.0,101,19.0,78.0,clear,1023.28,9,Winter,3.5,coastal,Sunny
12988,-5.0,101,13.0,88.0,overcast,995.6,6,Winter,0.5,inland,Snowy
7761,-9.0,101,17.0,97.0,partly cloudy,985.11,12,Winter,1.5,inland,Snowy
12158,65.0,101,13.5,74.0,overcast,994.44,6,Winter,2.5,mountain,Rainy
867,-2.0,101,19.5,101.0,partly cloudy,980.83,0,Winter,5.0,inland,Snowy
12536,28.0,101,8.0,95.0,clear,1019.07,11,Autumn,1.0,inland,Sunny
709,74.0,101,18.0,76.0,partly cloudy,1010.82,6,Spring,4.0,coastal,Sunny
1890,18.0,101,18.0,97.0,partly cloudy,1023.5,5,Autumn,3.0,coastal,Sunny
5230,35.0,101,22.5,98.0,overcast,1003.58,12,Winter,4.5,coastal,Cloudy
7656,58.0,101,34.0,102.0,overcast,1016.84,4,Autumn,4.0,coastal,Rainy
9937,2.0,101,20.5,107.0,partly cloudy,986.28,8,Winter,2.5,mountain,Snowy
12089,71.0,101,15.5,74.0,overcast,1004.03,2,Spring,6.0,mountain,Cloudy
1955,-2.0,101,12.0,75.0,overcast,989.34,8,Winter,3.5,inland,Snowy
910,-4.0,101,9.5,98.0,partly cloudy,990.81,10,Winter,1.5,mountain,Snowy
548,52.0,101,7.0,96.0,clear,1021.67,1,Summer,6.5,coastal,Sunny
1194,24.0,101,27.5,86.0,partly cloudy,1007.51,14,Summer,3.0,coastal,Cloudy
3375,62.0,101,19.5,77.0,overcast,1006.98,9,Spring,3.0,mountain,Cloudy
1704,72.0,101,26.5,75.0,partly cloudy,1019.21,14,Summer,1.5,inland,Cloudy
10945,46.0,101,11.5,89.0,clear,1027.21,11,Spring,11.0,inland,Sunny
1748,43.0,101,10.0,100.0,clear,1023.74,9,Winter,11.0,mountain,Sunny
6856,17.0,101,13.5,82.0,partly cloudy,1003.32,6,Winter,6.0,coastal,Cloudy
774,21.0,101,11.5,77.0,overcast,1003.65,10,Summer,1.0,inland,Rainy
8135,21.0,101,12.5,108.0,clear,1026.64,6,Summer,11.5,inland,Sunny
13124,46.0,101,16.0,80.0,partly cloudy,1015.06,11,Autumn,1.5,inland,Rainy
1207,77.0,101,11.0,95.0,partly cloudy,1024.51,2,Winter,7.5,coastal,Sunny
5663,58.0,101,12.0,78.0,partly cloudy,1021.29,4,Spring,3.5,inland,Sunny
12276,76.0,101,14.5,105.0,overcast,995.59,2,Summer,3.0,coastal,Rainy
4164,15.0,101,28.5,93.0,overcast,1004.01,0,Winter,4.5,coastal,Rainy
4058,-1.0,100,24.0,93.0,overcast,985.55,5,Winter,6.0,inland,Snowy
3830,25.0,100,20.0,107.0,partly cloudy,1004.5,0,Autumn,3.5,coastal,Rainy
7956,12.0,100,43.0,109.0,partly cloudy,1018.6,8,Summer,3.0,mountain,Rainy
8052,1.0,100,13.0,96.0,overcast,986.26,11,Winter,2.5,inland,Snowy
8426,-9.0,100,7.0,84.0,overcast,985.63,14,Winter,1.0,inland,Snowy
1862,17.0,100,22.5,103.0,overcast,995.95,3,Winter,1.5,coastal,Rainy
639,2.0,100,27.0,82.0,overcast,984.28,12,Winter,3.5,inland,Snowy
3784,2.0,100,15.0,70.0,overcast,991.86,0,Winter,6.5,inland,Snowy
3696,21.0,100,17.0,78.0,overcast,1010.97,2,Winter,1.0,coastal,Rainy
8638,82.0,100,25.0,79.0,partly cloudy,1017.79,5,Summer,2.5,inland,Rainy
919,-16.0,100,18.0,97.0,overcast,993.16,11,Winter,2.0,mountain,Snowy
4414,-12.0,100,18.0,103.0,overcast,987.88,4,Winter,1.0,mountain,Snowy
4438,40.0,100,23.0,106.0,overcast,1000.09,10,Winter,8.0,coastal,Cloudy
3489,97.0,100,5.0,96.0,clear,1018.66,10,Autumn,3.5,inland,Sunny
7545,26.0,100,9.0,84.0,partly cloudy,1003.25,11,Spring,4.0,mountain,Rainy
3988,18.0,100,19.0,72.0,overcast,1013.43,12,Spring,1.5,coastal,Rainy
11942,53.0,100,32.0,107.0,overcast,998.94,9,Autumn,1.0,mountain,Rainy
8523,-13.0,100,6.0,82.0,overcast,991.35,3,Winter,0.0,mountain,Snowy
9427,-13.0,100,22.0,81.0,partly cloudy,993.51,3,Winter,2.5,inland,Snowy
6025,6.0,100,6.0,93.0,overcast,995.07,2,Winter,1.0,mountain,Snowy
212,31.0,100,15.0,90.0,clear,1019.98,8,Summer,5.0,coastal,Sunny
6101,-24.0,100,17.5,81.0,overcast,995.8,6,Winter,4.0,inland,Snowy
5016,10.0,100,27.5,89.0,partly cloudy,1017.92,7,Autumn,7.0,mountain,Cloudy
9655,-5.0,100,24.0,83.0,overcast,982.04,0,Winter,2.5,inland,Snowy
2232,43.0,100,30.0,85.0,overcast,1011.72,10,Autumn,1.5,inland,Rainy
13025,66.0,100,7.0,109.0,clear,1018.3,12,Autumn,14.5,mountain,Sunny
6803,24.0,100,14.5,70.0,partly cloudy,1011.68,4,Autumn,2.0,coastal,Cloudy
3121,10.0,100,0.5,101.0,clear,1014.57,11,Autumn,6.5,mountain,Sunny
2960,48.0,100,21.0,93.0,overcast,1002.43,12,Spring,2.0,coastal,Rainy
9674,42.0,100,21.0,93.0,partly cloudy,1002.56,2,Spring,10.5,mountain,Cloudy
10591,26.0,100,27.5,106.0,overcast,1015.47,0,Summer,3.5,inland,Rainy
1163,27.0,100,18.0,76.0,partly cloudy,1008.25,5,Autumn,10.5,coastal,Cloudy
9516,28.0,100,5.0,70.0,clear,1017.73,0,Spring,5.0,coastal,Sunny
2625,52.0,100,0.0,81.0,clear,1018.12,12,Summer,1.5,inland,Sunny
5520,-5.0,100,38.5,81.0,overcast,984.77,9,Winter,2.5,mountain,Snowy
11624,-3.0,100,36.0,91.0,overcast,997.45,1,Winter,1.5,inland,Snowy
10335,62.0,100,20.5,99.0,clear,1014.46,0,Summer,6.5,mountain,Sunny
7233,91.0,100,3.0,91.0,clear,1017.22,2,Summer,7.5,mountain,Sunny
2710,25.0,100,5.5,101.0,overcast,1019.96,12,Autumn,7.5,coastal,Cloudy
5200,21.0,100,16.0,94.0,partly cloudy,1012.87,11,Spring,7.0,inland,Cloudy
11613,-2.0,100,21.5,75.0,overcast,985.13,4,Winter,0.5,mountain,Snowy
13033,-2.0,100,26.0,87.0,overcast,999.28,7,Winter,0.5,mountain,Snowy
9448,-3.0,100,17.0,77.0,overcast,989.35,5,Winter,4.0,inland,Snowy
6736,46.0,100,13.0,96.0,partly cloudy,1025.07,0,Summer,5.0,inland,Sunny
6594,2.0,100,20.5,98.0,overcast,998.24,5,Winter,0.5,inland,Snowy
13176,19.0,100,36.0,86.0,overcast,995.12,5,Spring,1.0,mountain,Rainy
7804,2.0,99,3.5,84.0,overcast,999.65,0,Winter,3.5,inland,Snowy
10295,20.0,99,7.0,74.0,overcast,1008.48,3,Winter,4.5,mountain,Rainy
12503,17.0,99,7.5,85.0,overcast,992.33,0,Winter,2.0,coastal,Rainy
3664,22.0,99,18.5,57.0,overcast,1018.13,2,Spring,3.0,mountain,Rainy
5363,-5.0,99,9.0,95.0,overcast,991.35,1,Winter,3.0,inland,Snowy
605,-3.0,99,5.0,87.0,partly cloudy,987.24,1,Winter,3.0,inland,Snowy
12506,19.0,99,12.5,57.0,overcast,994.3,0,Summer,4.0,coastal,Rainy
7795,26.0,99,16.5,63.0,overcast,1017.33,1,Spring,3.0,inland,Rainy
5315,15.0,99,6.0,63.0,overcast,1019.88,0,Autumn,4.5,inland,Rainy
2459,0.0,99,14.5,61.0,overcast,987.33,0,Winter,3.5,inland,Snowy
7815,-6.0,99,18.0,52.0,overcast,981.14,0,Winter,2.0,mountain,Snowy
1368,4.0,99,8.0,72.0,overcast,994.81,0,Winter,3.0,mountain,Snowy
6421,21.0,99,16.0,60.0,partly cloudy,1011.58,2,Winter,1.0,inland,Rainy
5410,23.0,99,7.0,56.0,overcast,993.28,1,Summer,1.5,coastal,Rainy
6339,27.0,99,13.0,77.0,overcast,1004.66,1,Autumn,5.0,coastal,Rainy
3231,-1.0,99,1.0,97.0,overcast,985.98,1,Winter,3.0,mountain,Snowy
2523,-10.0,99,18.5,52.0,partly cloudy,996.39,1,Winter,5.0,inland,Snowy
4326,27.0,99,14.5,86.0,overcast,997.3,1,Spring,2.5,coastal,Rainy
12095,2.0,99,4.5,62.0,overcast,992.81,0,Winter,3.0,inland,Snowy
9908,-3.0,99,15.0,98.0,overcast,999.92,0,Winter,1.0,inland,Snowy
12101,32.0,99,16.0,93.0,overcast,1002.0,3,Spring,5.0,mountain,Rainy
2653,-9.0,99,6.0,55.0,partly cloudy,982.81,1,Winter,2.0,mountain,Snowy
9961,19.0,99,10.0,59.0,overcast,1006.54,1,Spring,2.5,mountain,Rainy
8721,27.0,99,8.0,89.0,overcast,990.99,1,Spring,2.5,mountain,Rainy
879,40.0,99,13.0,101.0,partly cloudy,1011.41,12,Autumn,2.0,coastal,Cloudy
6556,4.0,99,8.0,79.0,overcast,999.79,0,Winter,5.0,inland,Snowy
6551,13.0,99,13.0,74.0,overcast,1010.58,3,Winter,1.0,coastal,Rainy
10023,33.0,99,18.0,83.0,partly cloudy,1016.95,3,Winter,3.0,coastal,Rainy
7751,44.0,99,14.0,100.0,overcast,1009.86,2,Autumn,3.5,inland,Rainy
12944,26.0,99,18.0,81.0,overcast,993.31,2,Spring,3.0,inland,Rainy
196,10.0,99,16.0,58.0,overcast,995.85,2,Autumn,1.5,mountain,Rainy
2578,13.0,99,28.0,109.0,partly cloudy,1014.87,5,Winter,6.5,inland,Cloudy
5273,13.0,99,13.0,61.0,partly cloudy,991.35,0,Winter,3.5,coastal,Rainy
10082,11.0,99,18.0,77.0,overcast,1008.76,2,Summer,3.5,inland,Rainy
5285,30.0,99,14.0,96.0,overcast,1000.84,2,Summer,3.0,mountain,Rainy
6500,-7.0,99,21.5,88.0,overcast,990.26,14,Winter,1.5,inland,Snowy
3652,19.0,99,8.5,99.0,partly cloudy,1004.36,7,Spring,5.5,mountain,Cloudy
8650,14.0,99,8.0,80.0,overcast,1004.44,3,Winter,4.5,mountain,Rainy
11454,1.0,99,11.5,60.0,overcast,982.23,1,Winter,1.0,mountain,Snowy
6264,0.0,99,15.5,85.0,overcast,982.91,0,Winter,2.5,mountain,Snowy
8486,25.0,99,20.5,90.0,overcast,1004.14,0,Winter,2.5,coastal,Rainy
1818,30.0,99,19.0,83.0,partly cloudy,1001.66,11,Autumn,7.5,mountain,Cloudy
13117,24.0,99,17.5,83.0,partly cloudy,1007.02,7,Spring,1.0,inland,Cloudy
3862,3.0,99,11.5,63.0,overcast,984.14,0,Winter,4.5,inland,Snowy
10768,13.0,99,18.0,91.0,overcast,999.72,3,Summer,5.0,mountain,Rainy
10548,21.0,99,10.0,67.0,overcast,1007.75,1,Autumn,4.5,coastal,Rainy
2120,26.0,99,19.5,89.0,overcast,996.13,3,Summer,2.5,inland,Rainy
8119,32.0,99,12.5,87.0,partly cloudy,1016.85,0,Summer,2.0,mountain,Rainy
2103,-20.0,99,30.5,92.0,overcast,993.27,10,Winter,2.0,mountain,Snowy
5953,12.0,99,8.0,66.0,partly cloudy,994.05,0,Spring,1.0,mountain,Rainy
5705,1.0,99,2.5,98.0,partly cloudy,983.39,0,Winter,2.5,inland,Snowy
5709,0.0,99,6.0,50.0,partly cloudy,997.84,1,Winter,3.0,inland,Snowy
8141,3.0,99,2.5,72.0,overcast,986.55,0,Winter,3.5,inland,Snowy
8169,3.0,99,14.0,93.0,overcast,980.85,0,Winter,3.0,mountain,Snowy
5643,4.0,99,9.0,77.0,partly cloudy,981.23,0,Winter,4.0,inland,Snowy
5923,18.0,99,47.5,108.0,overcast,1003.25,11,Autumn,1.5,coastal,Rainy
2077,18.0,99,6.0,54.0,partly cloudy,1000.26,3,Autumn,5.0,coastal,Rainy
8321,26.0,99,18.0,83.0,overcast,999.85,2,Winter,3.0,mountain,Rainy
11289,11.0,99,13.0,69.0,overcast,1016.65,0,Summer,2.5,mountain,Rainy
706,26.0,99,18.0,67.0,overcast,1015.24,2,Summer,3.0,inland,Rainy
10696,21.0,99,14.0,78.0,overcast,1012.46,0,Spring,2.5,coastal,Rainy
10699,2.0,99,18.0,60.0,overcast,987.86,0,Winter,4.0,inland,Snowy
1534,15.0,99,30.5,85.0,partly cloudy,1015.02,3,Autumn,2.0,inland,Cloudy
10730,19.0,99,19.5,79.0,overcast,1012.31,3,Winter,1.0,inland,Rainy
5808,34.0,99,16.0,75.0,overcast,999.36,1,Autumn,2.0,coastal,Rainy
8273,1.0,99,7.5,76.0,overcast,983.5,1,Winter,3.0,inland,Snowy
5987,-4.0,99,11.0,64.0,overcast,980.47,1,Winter,3.0,mountain,Snowy
1470,28.0,99,11.0,82.0,partly cloudy,1008.11,3,Autumn,4.5,coastal,Rainy
10306,18.0,99,6.0,69.0,overcast,998.88,1,Autumn,3.0,mountain,Rainy
12441,25.0,99,15.5,50.0,partly cloudy,1000.35,0,Autumn,3.5,coastal,Rainy
3782,-10.0,99,8.0,50.0,overcast,989.49,0,Winter,2.5,inland,Snowy
5158,11.0,99,17.0,71.0,overcast,1003.74,3,Summer,1.0,inland,Rainy
120,-1.0,99,2.5,72.0,overcast,998.51,0,Winter,2.0,mountain,Snowy
6260,23.0,99,6.0,79.0,partly cloudy,1022.51,11,Winter,8.5,mountain,Sunny
1642,23.0,99,15.5,80.0,partly cloudy,1004.44,0,Summer,1.0,mountain,Rainy
5481,23.0,99,21.0,81.0,partly cloudy,1019.45,13,Winter,6.5,mountain,Cloudy
1406,-6.0,99,41.0,102.0,overcast,999.49,12,Winter,0.5,inland,Snowy
10374,-8.0,99,16.0,70.0,overcast,993.82,0,Winter,1.5,mountain,Snowy
6163,3.0,99,1.5,56.0,overcast,998.52,0,Winter,2.5,inland,Snowy
3826,4.0,99,11.5,84.0,overcast,984.51,0,Winter,1.5,inland,Snowy
12450,1.0,99,18.5,94.0,overcast,985.95,0,Winter,2.5,inland,Snowy
10437,27.0,99,17.5,91.0,overcast,991.27,2,Spring,3.0,coastal,Rainy
11343,10.0,99,17.5,65.0,partly cloudy,999.64,1,Spring,5.0,coastal,Rainy
6131,14.0,99,6.5,54.0,partly cloudy,991.63,3,Summer,1.5,mountain,Rainy
1646,-7.0,99,2.5,53.0,overcast,997.66,0,Winter,4.5,inland,Snowy
8417,36.0,99,15.5,73.0,clear,1021.61,9,Spring,8.5,coastal,Sunny
10452,27.0,99,9.5,85.0,clear,1015.88,10,Autumn,4.0,inland,Sunny
13089,33.0,99,12.0,105.0,clear,1028.08,12,Spring,6.0,inland,Sunny
6109,-1.0,99,4.0,91.0,overcast,996.57,0,Winter,4.0,mountain,Snowy
4131,2.0,99,1.0,74.0,overcast,996.8,0,Winter,2.0,inland,Snowy
2215,-7.0,99,2.5,96.0,overcast,996.58,1,Winter,2.5,mountain,Snowy
10483,34.0,99,17.5,70.0,overcast,990.78,3,Autumn,2.0,inland,Rainy
8043,-8.0,99,43.0,79.0,partly cloudy,999.88,13,Winter,3.5,mountain,Snowy
6061,25.0,99,24.0,95.0,partly cloudy,1014.22,9,Summer,4.5,mountain,Rainy
9865,19.0,99,18.0,54.0,overcast,991.92,1,Summer,2.0,mountain,Rainy
208,34.0,99,34.0,74.0,partly cloudy,1016.03,9,Autumn,1.0,inland,Rainy
8245,4.0,99,4.0,73.0,overcast,999.61,0,Winter,4.0,inland,Snowy
12033,18.0,99,14.5,75.0,partly cloudy,996.8,2,Winter,2.5,coastal,Rainy
7496,16.0,99,30.0,104.0,overcast,1019.62,12,Winter,2.5,coastal,Cloudy
4500,20.0,99,16.5,72.0,overcast,1014.9,2,Spring,2.5,coastal,Rainy
1101,31.0,99,9.5,93.0,overcast,1018.47,3,Winter,3.5,coastal,Rainy
9507,25.0,99,18.5,75.0,overcast,1002.6,3,Spring,1.0,coastal,Rainy
4953,-3.0,99,6.5,63.0,overcast,984.05,1,Winter,3.5,inland,Snowy
9523,18.0,99,8.0,95.0,overcast,1012.02,2,Spring,3.0,inland,Rainy
1175,11.0,99,17.5,56.0,overcast,994.66,0,Summer,4.5,inland,Rainy
4465,6.0,99,3.0,108.0,overcast,986.55,9,Winter,0.0,inland,Snowy
7481,-2.0,99,17.0,96.0,overcast,990.96,0,Winter,4.5,inland,Snowy
4565,16.0,99,19.0,72.0,overcast,1005.35,1,Spring,3.5,inland,Rainy
3332,23.0,99,14.0,76.0,partly cloudy,1011.51,2,Summer,1.5,mountain,Rainy
6849,-6.0,99,10.0,77.0,overcast,988.12,0,Winter,2.5,inland,Snowy
9305,2.0,99,12.0,76.0,overcast,984.42,0,Winter,3.5,mountain,Snowy
4629,10.0,99,5.5,92.0,partly cloudy,1000.65,1,Winter,2.0,inland,Rainy
9615,1.0,99,7.5,77.0,partly cloudy,985.59,1,Winter,4.5,inland,Snowy
1094,-10.0,99,5.5,94.0,partly cloudy,994.11,0,Winter,3.5,inland,Snowy
9500,24.0,99,16.0,50.0,partly cloudy,992.97,2,Autumn,2.5,coastal,Rainy
9497,-9.0,99,6.0,56.0,overcast,992.69,1,Winter,4.5,mountain,Snowy
5026,-2.0,99,8.0,58.0,overcast,997.73,1,Winter,4.5,inland,Snowy
12763,-4.0,99,20.0,73.0,overcast,999.82,9,Winter,1.5,inland,Snowy
989,-6.0,99,8.5,99.0,overcast,992.5,10,Winter,1.0,mountain,Snowy
11793,64.0,99,15.5,100.0,clear,1026.25,10,Spring,10.5,inland,Sunny
981,33.0,99,16.5,89.0,overcast,1015.58,2,Autumn,4.5,mountain,Rainy
9471,-7.0,99,19.5,51.0,overcast,992.7,0,Winter,1.5,mountain,Snowy
7427,55.0,99,1.5,85.0,clear,1023.05,2,Autumn,3.5,inland,Sunny
11783,-10.0,99,11.5,80.0,overcast,997.2,0,Winter,3.5,mountain,Snowy
12782,-2.0,99,31.5,89.0,overcast,991.12,4,Winter,0.5,mountain,Snowy
3111,-6.0,99,2.5,83.0,partly cloudy,985.79,1,Winter,3.0,mountain,Snowy
8905,-17.0,99,3.0,82.0,overcast,983.06,0,Winter,3.0,mountain,Snowy
6656,-8.0,99,16.0,90.0,overcast,987.61,0,Winter,3.5,inland,Snowy
969,15.0,99,20.0,76.0,overcast,999.95,4,Winter,1.5,coastal,Rainy
7076,50.0,99,9.0,77.0,partly cloudy,1015.87,9,Autumn,4.5,inland,Sunny
8927,25.0,99,0.5,85.0,partly cloudy,1017.99,5,Autumn,6.5,coastal,Cloudy
4830,22.0,99,18.5,82.0,partly cloudy,1012.7,0,Summer,3.5,inland,Cloudy
9328,102.0,99,2.0,76.0,clear,1012.16,0,Winter,8.0,coastal,Sunny
962,20.0,99,15.0,98.0,overcast,994.3,2,Autumn,2.5,inland,Rainy
11947,18.0,99,9.0,67.0,partly cloudy,1005.65,3,Autumn,3.5,mountain,Rainy
12741,23.0,99,12.0,61.0,overcast,1001.71,0,Winter,2.5,inland,Rainy
12631,1.0,99,2.0,84.0,overcast,991.07,0,Winter,4.5,mountain,Snowy
6732,2.0,99,8.0,81.0,partly cloudy,998.49,14,Winter,2.0,inland,Snowy
4758,19.0,99,12.5,88.0,overcast,1013.79,2,Winter,4.5,mountain,Rainy
4667,-2.0,99,16.0,95.0,partly cloudy,985.03,0,Winter,1.5,mountain,Snowy
6742,27.0,99,8.0,87.0,overcast,1000.2,2,Autumn,2.0,mountain,Rainy
1241,15.0,99,11.0,55.0,overcast,990.28,2,Summer,1.5,mountain,Rainy
3510,12.0,99,18.0,65.0,overcast,1010.8,1,Winter,1.5,inland,Rainy
3168,1.0,99,0.5,84.0,partly cloudy,980.34,0,Winter,1.0,mountain,Snowy
7146,26.0,99,22.5,89.0,partly cloudy,1009.48,11,Winter,8.0,coastal,Cloudy
9752,30.0,99,11.5,78.0,overcast,1005.65,3,Spring,3.5,inland,Rainy
1729,-7.0,99,13.0,58.0,partly cloudy,983.05,1,Winter,1.0,mountain,Snowy
